StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
ABFDTYJJUSUWRB-UHFFFAOYSA-N,CN(C)C1=CC=C(C=C1)N=C=NC1=CC=C(C=C1)N(C)C,Train,-0.400578187,280.373,88.75,241.501,-878.8497998,-878.8602904,-0.010490633,-878.559952,-878.570892,-0.01094,-862.3973106,-862.4173767,-0.020066097,-862.04337,-862.064386,-0.021016,3.041,4.3509,-0.18777,-0.02109,0.23692,0.1598,579.6759033,0,-2.83775,-0.51148,0.65003,-2.00193,41,11184.5,23950.5,24401.5,0.370229895,0.397967092,0.954754534,5,-102.5417838,-260.6045831,158.0627994,7727,-0.033726489,0.009223196
ABRHLWPJYNIPHN-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,Train,-3.500180194,316.359,337,244.277,-1031.794982,-1031.814458,-0.0194765,-1031.530348,-1031.550072,-0.019724,-1012.516088,-1012.536551,-0.02046331,-1012.200162,-1012.220295,-0.020133,6.5733,9.8395,-0.21409,-0.06096,0.19705,0.18612,589.2887573,-1.3404,-1.95217,-0.67022,0.68005,-2.56763,40,8958.5,21860,28320,0.28104541,0.357366792,0.779661017,2,40.00322212,-294.5314179,334.5346401,8623,0.038795621,0.015887881
ACGUYXCXAPNIKK-UHFFFAOYSA-N,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,Train,0.394826213,406.907,163.75,211.898,-3410.630344,-3410.638094,-0.00775,-3410.520756,-3410.528914,-0.008158,-3364.900915,-3364.923075,-0.02215955,-3364.763829,-3364.786287,-0.022458,1.6316,2.3137,-0.24567,-0.0542,0.20381,0.2177,517.7671509,-1.4061,-0.93185,-0.70305,0.5304,-1.27138,27,14357.5,19727,22234.5,0.566998231,0.646569635,0.799783716,10,105.777788,-32.98882151,138.7666095,1293,0.038510203,0.018818269
AFHJQYHRLPMKHU-GIWDNFATSA-N,[H]C1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1([H])C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,Train,-1.221572041,418.4,145,331.64,-1490.54041,-1490.564558,-0.02414815,-1490.184251,-1490.209706,-0.025455,-1462.913322,-1462.941791,-0.0284689,-1462.486146,-1462.515018,-0.028872,5.556,7.4498,-0.23503,-0.09004,0.16797,0.20706,602.9431152,-6.70446,-0.66575,-0.79796,0.53875,-6.70446,52,18506.5,20669,24750.5,0.672693544,0.847812267,0.885122406,13,67.77609113,-250.8838819,318.659973,5066,0.037973352,0.019619265
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)C1=CC=CC(=C1)N(=O)=O,Train,0.444041636,167.121,141,101.25,-625.3494318,-625.3618069,-0.012375019,-625.267942,-625.280698,-0.012756,-613.679398,-613.6910391,-0.01164108,-613.580689,-613.592316,-0.011627,5.6269,7.3856,-0.30206,-0.11537,0.14264,0.27409,327.256012,-2.14739,-0.02305,-0.71675,0.81559,-1.64403,17,6873.5,9180,15108,0.36627907,0.46969697,0.985221764,7,50.03266,-163.2515444,213.2842044,4999,0.040965432,0.017775844
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,Test,0.243700949,287.145,129.09,134.213,-1144.905108,-1144.924277,-0.01916905,-1144.798263,-1144.818152,-0.019889,-1123.531493,-1123.549951,-0.01845831,-1123.399457,-1123.417276,-0.017819,3.8778,5.5908,-0.31799,-0.16125,0.09676,0.29002,422.6020813,-3.01988,-0.30015,-0.4822,0.62563,-1.14436,25,11925,12980,18724,0.637854463,0.713593413,0.984965259,5,252.406212,-145.7633194,398.1695313,7899,0.050407587,0.01772212
AIONOLUJZLIMTK-AWEZNQCLSA-N,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O,Test,-0.468519224,302.284,225.53,195.007,-1069.51127,-1069.528657,-0.01738645,-1069.281786,-1069.299941,-0.018155,-1049.688189,-1049.70733,-0.01914111,-1049.415971,-1049.434786,-0.018815,7.2305,9.0471,-0.22703,-0.06595,0.19206,0.19906,516.8052979,-3.89505,-0.50378,-0.72415,0.56186,-3.89505,36,11272,19360.5,22181,0.467741935,0.587884037,0.80371675,8,98.41427949,-195.9585873,294.3728668,4571,0.035619281,0.00766009
AIVJRJRAYJHCCR-DPAQBDIFSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OP([H])(O)=O,Train,-2.827756863,450.642,158.5,365.024,-1624.318827,-1624.330956,-0.01212913,-1623.679287,-1623.692648,-0.013361,-1595.874409,-1595.896978,-0.02256939,-1595.086485,-1595.109717,-0.023232,2.724,3.5675,-0.24034,-0.01059,0.24742,0.21237,768.3504639,-3.04284,-10.3563,-1.13174,2.18847,-0.85437,78,12640,31963.5,34778,0.356750078,0.360158924,0.960479056,6,-56.00154445,-124.1766201,68.17507561,2273,-0.050608536,0.020001404
AJVBPNRMKNARPG-UHFFFAOYSA-N,NC(=O)C1=CC(=CC=C1)S(N)(=O)=O,Train,-0.921291877,200.218,175.5,147.691,-1004.902141,-1004.924204,-0.02206299,-1004.78784,-1004.810486,-0.022646,-988.252025,-988.2712384,-0.019213356,-988.117465,-988.135965,-0.0185,4.8139,7.5674,-0.27525,-0.07193,0.18608,0.24728,374.5038147,-2.61934,-0.58144,-1.12119,2.29106,-2.29683,21,8863,11723,16004,0.528164082,0.715148067,0.981738469,5,35.25566776,-269.0381051,304.2937728,4617,0.048408679,0.019808062
ALYNCZNDIQEVRV-UHFFFAOYSA-N,NC1=CC=C(C=C1)C(O)=O,Train,0.337495442,137.138,187.55,110.42,-476.2024602,-476.2153478,-0.012887554,-476.104594,-476.11803,-0.013436,-467.2971063,-467.306754,-0.009647704,-467.181796,-467.190119,-0.008323,4.6383,6.4036,-0.2213,-0.044,0.21401,0.19333,310.6942444,-1.40858,-0.19584,-0.83404,0.80126,-2.24262,17,5824.5,8792,14158.5,0.373493976,0.539130435,0.66867473,4,30.833561,-147.0447344,177.8782954,3172,0.048378546,0.020695249
AMBQHHVBBHTQBF-UOUCRYGSSA-N,[H][C@]12C[C@H](O)[C@H](C)[C@@]1([H])[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC,Train,-2.318227789,390.387,222.5,253.271,-1415.704499,-1415.728677,-0.02417746,-1415.324604,-1415.350715,-0.026111,-1389.524998,-1389.548151,-0.02315363,-1389.064475,-1389.08849,-0.024015,3.3972,4.0326,-0.24597,-0.04171,0.2163,0.218,624.2459717,-6.96765,-0.73032,-0.80632,0.80891,-6.96765,53,14815,18652,28082,0.496311247,0.643670843,0.748527477,14,-17.00434793,-257.5674708,240.5631229,2318,0.035195291,0.01699186
ANGUXJDGJCHGOG-UHFFFAOYSA-N,CC1=NC2=CC=CC(N3CCN(CCC4=CC(=CC=C4)N4CCNC4=O)CC3)=C2C=C1,Train,-2.016550754,415.538,167,288.309,-1319.179039,-1319.199155,-0.02011588,-1318.730089,-1318.750439,-0.02035,-1294.623216,-1294.652019,-0.02880294,-1294.079444,-1294.111888,-0.032444,3.6543,5.1667,-0.21314,-0.05531,0.2027,0.18517,735.9269409,-0.70425,-3.85827,-0.71625,0.82581,-3.47509,60,15738.5,30534,32100,0.386292835,0.465436917,0.805194866,7,99.34048208,-278.9654843,378.3059663,11251,0.033376635,0.011167078
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Test,-1.436150825,257.159,78.5,145.783,-999.6026522,-999.617357,-0.014704789,-999.479797,-999.496669,-0.016872,-980.9593346,-980.9771265,-0.017791852,-980.807331,-980.824076,-0.016745,2.8642,3.4779,-0.31834,-0.14131,0.1167,0.29037,418.7200928,-2.81168,-0.56613,-0.71515,0.5061,-1.29419,25,10305.5,11649,19580.5,0.420062083,0.538676479,0.875164032,6,188.9680122,-121.0689963,310.0370086,7332,0.041868684,0.011519737
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,Test,-0.459237338,300.579,232,242.642,-2701.205185,-2701.213831,-0.00864613,-2701.05631,-2701.065342,-0.009032,-2665.385813,-2665.398463,-0.01265021,-2665.196137,-2665.208892,-0.012755,0.0017,0.0059,-0.22845,-0.03091,0.2271,0.20048,418.4409485,0,-5.11288,-0.71798,0.30825,1.84892,26,14597.5,14604.5,14847,0.892817111,0.896151456,0.985765144,16,-53.1800309,-114.5260805,61.34604961,1130,-0.029996219,0.006200066
ASDLSKCKYGVMAI-UHFFFAOYSA-N,OC(=O)C1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,Test,-1.963880817,252.226,290,164.327,-877.3822236,-877.3956757,-0.013452093,-877.229257,-877.243228,-0.013971,-861.0728099,-861.087898,-0.015088117,-860.891098,-860.905954,-0.014856,2.0366,2.8305,-0.2774,-0.12631,0.1317,0.24943,431.8938293,-2.49987,0.06306,-0.71696,0.81409,-2.49987,27,7412,12522.5,22099,0.274336283,0.449275362,0.612998529,10,5.514766865,-169.9500995,175.4648664,2570,0.032508269,0.007203346
ASWVTGNCAZCNNR-UHFFFAOYSA-N,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,Train,-3.605907144,278.335,196.75,193.893,-1233.343966,-1233.363544,-0.01957758,-1233.13572,-1233.156278,-0.020558,-1212.448385,-1212.47625,-0.02786534,-1212.196894,-1212.227022,-0.030128,6.5009,9.3285,-0.22952,-0.04632,0.21169,0.20155,500.074585,-1.93409,-1.79514,-0.9776,2.3299,-2.43064,33,13114,17990,20157,0.552554881,0.678518231,0.955280709,7,-71.91926157,-314.6090413,242.6897798,6250,-0.050242079,0.02069727
AUHHYELHRWCWEZ-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)OC2=O,Train,-1.069979767,285.898,254.95,123.973,-2371.321213,-2371.331893,-0.0106802,-2371.298197,-2371.309158,-0.010961,-2339.057905,-2339.077238,-0.01933382,-2339.023603,-2339.043986,-0.020383,4.0238,5.2101,-0.29508,-0.13161,0.1264,0.26711,376.2602844,-1.60644,1.20014,-0.54554,0.82343,-1.19937,15,8526.5,9004,17946,0.400858856,0.415584448,0.987179487,7,63.87124307,-127.4652485,191.3364916,3400,-0.037489779,0.008595347
AVCSMMMOCOTIHF-UHFFFAOYSA-N,O=N(=O)C1=CC=CC2=CC=CC(=C12)N(=O)=O,Train,-0.598639258,218.169,171,151.574,-794.9038746,-794.9199755,-0.016100928,-794.7902,-794.806246,-0.016046,-780.0621404,-780.079542,-0.017401539,-779.925328,-779.942679,-0.017351,8.6813,12.0003,-0.26943,-0.11554,0.14247,0.24146,372.9499207,-1.58239,-1.0735,-0.40523,0.50469,-0.57302,22,9330,9367,17313.5,0.581017828,0.641946466,0.965986387,2,37.45743425,-303.2597707,340.7172049,8063,0.042256878,0.014804457
AVDDMQBDJTYCIR-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CN=CC=N2)C=C1)C1=CN=CC=N1,Train,-3.505570497,320.31,364.5,220.355,-1095.949736,-1095.968014,-0.01827804,-1095.73079,-1095.749038,-0.018248,-1075.510118,-1075.529163,-0.01904523,-1075.246585,-1075.265853,-0.019268,7.4212,10.6309,-0.2191,-0.09215,0.16586,0.19113,559.9033813,-1.32307,0.76506,-0.66155,0.65419,-4.2843,36,6462,17683.5,28737.5,0.198083081,0.382636656,0.512195122,6,46.45067204,-264.3943241,310.8449962,4775,-0.042730516,0.016355409
AVSXSVCZWQODGV-DPAQBDIFSA-N,[H][C@@](C)(CC\C=C(/C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,Train,-0.826522497,384.646,120.75,361.402,-1130.615562,-1130.622859,-0.00729696,-1130.013136,-1130.021576,-0.00844,-1109.580391,-1109.599038,-0.0186468,-1108.841332,-1108.8608,-0.019468,1.8319,2.3005,-0.23287,-0.00446,0.25355,0.2049,696.8135986,-0.80228,-9.9648,-0.80228,0.50818,-0.80228,72,11719,28252.5,31678.5,0.342016328,0.399604088,0.822922085,4,-29.39404292,-67.92319989,38.52915697,1338,-0.044163656,0.013629165
BBEAQIROQSPTKN-UHFFFAOYSA-N,C1=CC2=C3C(C=CC4=C3C(C=C2)=CC=C4)=C1,Test,-0.420205667,202.255,150.2,177.352,-615.7921779,-615.7972511,-0.005073195,-615.620247,-615.62541,-0.005163,-604.3200415,-604.331163,-0.011121587,-604.116151,-604.127431,-0.01128,0,0,-0.20583,-0.06618,0.19183,0.17786,390.4749451,0,-2.51369,-0.24358,0.25406,0,26,8117.5,10234,19733,0.331550802,0.417218543,0.910971385,4,0.944854114,-83.93301198,84.87786609,1906,-0.022734561,0.001236863
BBUVDDPUURMFOX-SAABIXHNSA-N,C[C@H]1CC[C@@H](CC1)N1C2=NC(NC3=NC4=C(CN(CC4)C(=O)CO)C=C3)=NC=C2C2=C1C=NC=C2,Train,-2.673538801,471.562,214,346.818,-1542.036255,-1542.068124,-0.03186956,-1541.569493,-1541.601009,-0.031516,-1513.390131,-1513.4339,-0.04376858,-1512.82528,-1512.869627,-0.044347,7.8632,11.0073,-0.22082,-0.06439,0.19362,0.19285,784.4058228,-1.46467,-2.64019,-0.78075,0.67845,-5.04113,64,17232.5,24004.5,37305.5,0.368409998,0.537735849,0.691433647,8,85.11877963,-357.6742262,442.7930059,6803,0.045798667,0.014902943
BDDYZHKLKHFEBJ-UHFFFAOYSA-N,O=C(OCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,Test,-0.25853527,256.258,99.25,199.767,-879.7832421,-879.7937532,-0.010511102,-879.590554,-879.600596,-0.010042,-863.4058715,-863.4188974,-0.013025891,-863.175099,-863.188083,-0.012984,1.7948,1.9447,-0.27081,-0.06638,0.19163,0.24284,495.1763,-2.39039,-0.71424,-0.62807,0.82397,-2.39039,31,11614,15278.5,21196.5,0.514013457,0.522031043,0.991935484,5,-14.69779255,-149.0843872,134.3865947,2082,0.027713834,0.004095685
BEJNERDRQOWKJM-UHFFFAOYSA-N,OCC1=CC(=O)C(O)=CO1,Train,-2.84400061,142.111,152,87.082,-533.109535,-533.1319976,-0.022462663,-533.027206,-533.049489,-0.022283,-523.2081907,-523.2217809,-0.01359016,-523.106276,-523.119603,-0.013327,6.0014,8.0766,-0.24546,-0.05956,0.19845,0.21749,308.8336792,-2.60396,0.55421,-0.79287,0.52857,-2.60396,16,6852.5,9299.5,12988,0.51572327,0.721115624,0.782981995,3,38.99948813,-230.628372,269.6278602,5352,0.050378898,0.021608067
BEKZHETVNVFYCV-UHFFFAOYSA-N,O=N(=O)C1=CC2=C(C(=CC=C2)N(=O)=O)C(=C1)N(=O)=O,Train,-1.021978059,263.166,218,140.986,-999.4069385,-999.4262178,-0.019279293,-999.295405,-999.314798,-0.019393,-980.7549326,-980.7762976,-0.021365029,-980.620208,-980.641332,-0.021124,7.5757,10.5112,-0.29157,-0.14303,0.11498,0.2636,409.6749878,-2.31216,-0.6471,-0.39869,0.50661,-0.79654,24,9970,11394.5,19608,0.489694951,0.565843641,0.817733632,3,151.0232852,-276.563193,427.5864783,8501,0.050298374,0.016228212
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,OP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,Train,-2.036797563,218.192,192.25,139.671,-955.7763818,-955.7906388,-0.014256955,-955.616104,-955.630028,-0.013924,-939.7207229,-939.7354225,-0.014699606,-939.529341,-939.543951,-0.01461,3.7421,5.6422,-0.26256,-0.05354,0.20447,0.23459,421.252533,-2.16733,-3.19791,-1.13109,2.22337,0.05604,26,10652.5,14718.5,16133,0.619808752,0.647702641,0.947061349,2,2.081234008,-178.8002053,180.8814393,5604,0.032277202,0.013185322
BGNQYGRXEXDAIQ-UHFFFAOYSA-N,CCOC(=O)C1=C(N(C)N=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,Test,-1.116359437,414.399,181.5,282.075,-1797.579104,-1797.607771,-0.02866736,-1797.296837,-1797.325555,-0.028718,-1766.277374,-1766.309915,-0.03254101,-1765.935354,-1765.9677,-0.032346,4.4666,6.9376,-0.24983,-0.06183,0.19618,0.22186,675.3292847,-4.71917,0.69504,-0.94016,2.33849,-5.59463,46,18094,22578,27451.5,0.52066991,0.701796973,0.726181057,10,-63.44542565,-410.4305643,346.9851387,7765,-0.050609661,0.020049862
BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,Train,-1.547708045,341.431,177.6,222.473,-1448.75005,-1448.775066,-0.02501582,-1448.426253,-1448.451864,-0.025611,-1423.883157,-1423.911397,-0.02823991,-1423.490775,-1423.518351,-0.027576,2.1462,4.4325,-0.21727,-0.04828,0.20973,0.1893,588.9505615,-3.15726,-3.01806,-1.11969,2.29235,-3.1854,46,14736,18390.5,26336.5,0.470129524,0.588051564,0.822766324,6,-22.68641599,-336.7702562,314.0838402,8081,0.038426691,0.014237081
BHXIVVULYOMXPF-UHFFFAOYSA-N,CCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-2.292959938,354.452,161.75,287.484,-1147.304736,-1147.320912,-0.01617633,-1146.926651,-1146.943094,-0.016443,-1125.867902,-1125.888907,-0.02100483,-1125.407092,-1125.430631,-0.023539,3.2156,3.6758,-0.18002,-0.02082,0.23719,0.15205,662.8829956,-1.34632,-3.12537,-0.68828,0.83619,-3.48719,52,14304.5,22026,28941.5,0.378006873,0.63280395,0.716846773,9,-173.3237132,-333.5768095,160.2530964,6293,-0.04407581,0.018582682
BKYWPNROPGQIFZ-UHFFFAOYSA-N,CC1=CC=C(C(O)=O)C(C)=C1,Train,-0.085996242,150.177,125.5,128.26,-499.4765048,-499.4834402,-0.006935379,-499.342985,-499.350075,-0.00709,-490.1461788,-490.1547505,-0.008571658,-489.981567,-489.990401,-0.008834,2.3264,3.175,-0.25528,-0.05777,0.20024,0.22731,342.8161011,-1.38167,-1.44432,-0.73269,0.80938,-1.38167,21,7521.5,9775,15248.5,0.448484848,0.557251908,0.801346843,5,15.48965316,-77.88264656,93.37229972,1659,0.024634583,0.002967055
BLSVCHHBHKGCSQ-UHFFFAOYSA-N,CC1=CC=CC=C1NC(N)=O,Train,-1.55336281,150.18,193.75,124.748,-495.6509229,-495.6649696,-0.014046644,-495.514348,-495.528699,-0.014351,-486.3584363,-486.3709434,-0.012507136,-486.193961,-486.207291,-0.01333,4.2446,6.1305,-0.22289,-0.02049,0.23752,0.19492,343.9192505,-0.71429,-0.84187,-0.89615,0.80792,-2.25779,21,7813,9446.5,15610.5,0.430232558,0.528985507,0.974739958,2,32.89742902,-174.7748246,207.6722536,4695,0.044232642,0.022678457
BLUAFEHZUWYNDE-NNWCWBAJSA-N,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(OC(=O)[C@@H]2C)O4,Test,-0.940910623,282.337,153.5,192.545,-960.9053218,-960.9199443,-0.014622404,-960.587455,-960.602472,-0.015017,-943.2204777,-943.238708,-0.01823037,-942.82918,-942.847905,-0.018725,5.7318,7.9066,-0.25422,-0.02168,0.23633,0.22625,460.9798584,-2.4326,-3.18084,-0.69784,0.85485,-2.4326,42,13244,14290.5,19868,0.579609488,0.601314779,0.902333223,2,36.40954303,-249.833793,286.243336,9849,0.029063188,0.005356405
BMEMSZNEGPFYMC-KNVOCYPGSA-N,C[C@H]1CC[C@H](CC1)C(N)=O,Train,-0.902822505,141.213,163,120.159,-443.907795,-443.917771,-0.009976007,-443.718473,-443.728623,-0.01015,-435.6101462,-435.6188599,-0.008713704,-435.376725,-435.385503,-0.008778,3.6612,5.1266,-0.25605,-0.01351,0.2445,0.22808,338.3135986,-0.69657,-2.47374,-0.86414,0.68922,-1.56071,25,9080.5,11721.5,13185.5,0.667597575,0.714863492,0.976958575,2,18.17415891,-120.8898674,139.0640263,3457,0.040226794,0.018239528
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,ClC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,Train,-1.143884926,242.661,162,154.158,-1148.386202,-1148.395866,-0.00966402,-1148.255931,-1148.266274,-0.010343,-1129.978104,-1129.993126,-0.0150219,-1129.820928,-1129.835922,-0.014994,1.3094,1.8954,-0.26591,-0.12015,0.13786,0.23794,405.3682251,-1.14681,-0.76712,-0.57972,0.56573,-1.11179,24,7591,10641,20397.5,0.324742268,0.446808511,0.695518197,6,5.129869469,-140.9062933,146.0361628,2254,0.031098623,0.00647468
BOFXVYGDIRCHEQ-FPYZNPETSA-N,CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,Train,-1.540262719,208.168,111,147.988,-800.5342615,-800.5554146,-0.021153113,-800.368581,-800.390341,-0.02176,-785.7217705,-785.7381735,-0.016403016,-785.523307,-785.539399,-0.016092,2.7311,3.4543,-0.28099,-0.01858,0.23943,0.25302,378.129303,-4.94223,0.91507,-0.80086,0.82526,-4.94223,26,10899,11803,15042.5,0.56147199,0.632653061,0.906560904,6,2.049543362,-224.6753619,226.7249053,4893,0.036562625,0.018661875
BOJKULTULYSRAS-NXIQKPQYSA-N,[H][C@]12CCC(=C)[C@@H](C\C=C3/C(O)COC3=O)[C@]1(C)CC[C@@H](O)[C@@]2(C)CO,Train,-1.886057124,350.455,225.25,291.346,-1156.298015,-1156.323397,-0.02538145,-1155.87239,-1155.89816,-0.02577,-1134.831082,-1134.854933,-0.02385063,-1134.312123,-1134.33625,-0.024127,4.4056,5.9393,-0.25812,-0.06231,0.1957,0.23015,577.8363647,-3.61414,-4.5114,-0.81694,0.8071,-3.61414,55,13333.5,22031,24651,0.477787706,0.607973456,0.798668849,6,147.2486688,-284.6856814,431.9343502,10632,0.039526197,0.017691733
BQJCRHHNABKAKU-KBQPJGBKSA-N,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,Train,-2.348157253,285.343,253,229.059,-939.6478283,-939.6619319,-0.014103554,-939.355027,-939.369298,-0.014271,-922.2796433,-922.2978185,-0.018175205,-921.924932,-921.945182,-0.02025,4.0222,5.5428,-0.20607,-0.01491,0.2431,0.1781,467.5106812,-2.06476,-2.61184,-0.78577,0.52736,-2.62443,40,13839,16619,19293,0.68623974,0.836525503,0.890933933,5,-48.76082809,-204.6112956,155.8504675,5589,-0.034954737,0.021532313
BQSJTQLCZDPROO-UHFFFAOYSA-N,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,Train,-0.998411194,316.381,206.5,226.55,-1352.752422,-1352.768147,-0.01572466,-1352.512042,-1352.528267,-0.016225,-1329.997879,-1330.016041,-0.01816226,-1329.698661,-1329.718764,-0.020103,4.4505,5.6877,-0.23838,-0.09285,0.16516,0.21041,573.5873413,-1.89104,-2.03857,-0.72611,0.78701,-2.26695,38,10570,17639,27601,0.346715328,0.52909444,0.601820854,8,43.54958513,-199.2266199,242.776205,4786,0.035807229,0.010427264
BRVGOAJFDSDGKU-UHFFFAOYSA-N,NC(=O)OCC1=CC(=NO1)C1=CC=C(OCC2=CC=CC=C2)C=C1,Train,-1.116543475,324.336,167.52,191.049,-1105.959436,-1105.979102,-0.01966512,-1105.702677,-1105.722051,-0.019374,-1085.413298,-1085.433103,-0.01980481,-1085.100903,-1085.120485,-0.019582,4.1918,5.6985,-0.22724,-0.04834,0.20967,0.19927,610.0877075,-2.14926,-1.25626,-0.87857,0.91853,-3.20703,40,8748,25106.5,25932.5,0.325771794,0.330707703,0.912294974,5,53.17096195,-249.0183336,302.1892956,6989,0.031837538,0.008493251
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(O)=O,Train,0.075176197,180.16,134.8,137.763,-648.722574,-648.7341595,-0.011585546,-648.604418,-648.616971,-0.012553,-636.6512416,-636.6618147,-0.010573029,-636.505761,-636.516462,-0.010701,2.2142,3.3194,-0.26725,-0.07034,0.18767,0.23928,362.0077515,-2.53306,0.11018,-0.78132,0.84236,-2.53306,21,9038,10917.5,15806,0.518967804,0.658383774,0.986262589,4,-36.70693873,-167.4499792,130.7430405,3621,-0.046244126,0.015370081
BTPSLIHHXNBZBL-UHFFFAOYSA-N,O=C(NC1=CN=C(NC(=O)C2=CC=CC=C2)C=N1)C1=CC=CC=C1,Train,-2.900824399,318.335,284.5,190.529,-1063.860382,-1063.886932,-0.02655008,-1063.620731,-1063.646226,-0.025495,-1044.008287,-1044.035958,-0.02767131,-1043.723,-1043.749607,-0.026607,3.7121,5.687,-0.2392,-0.07037,0.18764,0.21123,587.6005249,-1.28342,-0.53536,-0.65297,0.69303,-3.45268,38,9722,23723,25692,0.34698643,0.351265823,0.935869258,5,2.12651993,-338.4871754,340.6136953,4542,0.038729121,0.017057573
BTTNOGHPGJANSW-IBGZPJMESA-N,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,Train,-2.64193097,438.461,208.4,316.695,-1506.267526,-1506.30332,-0.035794,-1505.897794,-1505.932559,-0.034765,-1478.30242,-1478.335494,-0.03307337,-1477.845568,-1477.878508,-0.03294,6.9163,10.5202,-0.23033,-0.05137,0.20664,0.20236,757.2384033,-1.93133,-1.53682,-0.76824,0.95153,-4.93848,55,11664.5,31117.5,33962.5,0.294335533,0.326398733,0.841253568,5,234.3034058,-405.9694165,640.2728223,15270,0.041930113,0.016689664
BTTRMCQEPDPCPA-UHFFFAOYSA-N,ClC1=CC2=C(C=C1)C(=O)OC2=O,Train,0.588575421,182.563,96.25,144.409,-992.5656646,-992.5769417,-0.011277155,-992.507231,-992.518688,-0.011457,-977.0873358,-977.1014406,-0.014104829,-977.015384,-977.031584,-0.0162,4.8307,6.2858,-0.29722,-0.11862,0.13939,0.26925,327.3143311,-1.65312,0.76745,-0.55577,0.82251,-1.61937,15,7109,8911.5,14745,0.391304348,0.474074074,0.803863083,3,103.4934276,-148.2043847,251.6978123,6773,0.036331177,0.010320419
BUUKOGVOXWQHJF-UHFFFAOYSA-N,CCCCCCCCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCCCCCCCC)C=C12,Train,-2.045757491,498.66,85,517.55,-1619.959657,-1619.969924,-0.01026693,-1619.365748,-1619.37845,-0.012702,-1589.862335,-1589.885219,-0.02288415,-1589.128516,-1589.153415,-0.024899,3.388,4.963,-0.21707,-0.05422,0.20379,0.1891,972.8627319,-3.36675,-6.807,-0.74222,0.85289,-3.36675,78,16094.5,37289,44082.5,0.233005617,0.38829711,0.589370863,9,-85.90259799,-175.9867415,90.0841435,2443,-0.03726838,0.014387466
